medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	ethnicity
1968261000006110	Mixed: White and Black Caribbean - NI ethnic cat 2011 census	9t12	9t12.00	977391000000108	Ethnicity
1968271000006115	Mixed: White and Black African - NI ethnic cat 2011 census	9t13	9t13.00	977411000000108	Ethnicity
1968281000006117	Mixed: White and Asian - NI ethnic category 2011 census	9t14	9t14.00	977431000000100	Ethnicity
1968291000006119	Mixed: other Mixed/multiple ethnic backgrd - NI 2011 census	9t15	9t15.00	977551000000106	Ethnicity
1968301000006118	Asian or Asian British: Indian - NI ethnic cat 2011 census	9t16	9t16.00	977591000000103	Ethnicity
1968311000006115	Asian/Asian British: Pakistani - NI ethnic cat 2011 census	9t17	9t17.00	977711000000100	Ethnicity
1968321000006111	Asian/Asian British: Bangladeshi - NI ethnic cat 2011 census	9t18	9t18.00	977731000000108	Ethnicity
1968331000006114	Asian/Asian British: Chinese - NI ethnic cat 2011 census	9t19	9t19.00	977751000000101	Ethnicity
1968341000006116	Asian/Asian British: other Asian - NI ethnic cat 2011 census	9t1A	9t1A.00	977771000000105	Ethnicity
1968351000006119	Black/Afri/Carib/Black Brit: African- NI eth cat 2011 census	9t1B	9t1B.00	977791000000109	Ethnicity
1968361000006117	Black/Afri/Carib/Black Brit: Caribbean- NI eth cat 2011 cens	9t1C	9t1C.00	977811000000105	Ethnicity
1968371000006112	Black/Afri/Carib/Black Brit: other - NI eth cat 2011 census	9t1D	9t1D.00	977831000000102	Ethnicity
1968381000006110	Other ethnic group: Arab - NI ethnic category 2011 census	9t1E	9t1E.00	977851000000109	Ethnicity
1968391000006113	Other ethnic group: any other grp- NI ethnic cat 2011 census	9t1F	9t1F.00	977871000000100	Ethnicity
2487281000000112	White: Scottish - Scotland ethnic category 2011 census	9t20	9t20.00	977911000000103	Ethnicity
2487321000000116	White: other British - Scotland ethnic category 2011 census	9t21	9t21.00	977931000000106	Ethnicity
2487361000000112	White: Irish - Scotland ethnic category 2011 census	9t22	9t22.00	977951000000104	Ethnicity
1968441000006112	White: Gypsy/Irish Traveller - Scotland ethnic cat 2011 cens	9t23	9t23.00	977971000000108	Ethnicity
2487481000000113	White: Polish - Scotland ethnic category 2011 census	9t24	9t24.00	978011000000101	Ethnicity
1968461000006111	White: other White ethnic grp- Scotland ethnic cat 2011 cens	9t25	9t25.00	978031000000109	Ethnicity
1968471000006116	Mixed/multiple ethnic grps: any- Scot ethnic cat 2011 census	9t26	9t26.00	978051000000102	Ethnicity
1968481000006118	Asian: Pakistani/Pakistani Scot/Pakistani Brit- Scot 2011	9t27	9t27.00	978071000000106	Ethnicity
1968491000006115	Asian: Indian, Indian Scot/Indian Brit- Scotland 2011 census	9t28	9t28.00	978111000000100	Ethnicity
1968501000006111	Bangladeshi, Bangladeshi Scot or Bangladeshi Brit- Scot 2011	9t29	9t29.00	978171000000105	Ethnicity
1968511000006114	Asian: Chinese - Scotland ethnic category 2011 census	9t2A	9t2A.00	978191000000109	Ethnicity
1968521000006118	Asian: other Asian group - Scotland ethnic cat 2011 census	9t2B	9t2B.00	978211000000108	Ethnicity
1968531000006115	African: African/African Scot/African Brit - Scotland 2011	9t2C	9t2C.00	978231000000100	Ethnicity
1968541000006113	African: any other African - Scotland ethnic cat 2011 census	9t2D	9t2D.00	978251000000107	Ethnicity
1968551000006110	Carib/Black: Caribbean/Carib Scot/Carib Brit- Scotland 2011	9t2E	9t2E.00	978271000000103	Ethnicity
1968561000006112	Carib/Black: Black/Black Scot/Black Brit- Scotland 2011 cens	9t2F	9t2F.00	978341000000102	Ethnicity
1968571000006117	Carib/Black: any other Black/Caribbean grp - Scotland 2011	9t2G	9t2G.00	978361000000101	Ethnicity
1968581000006119	Other ethnic grp: Arab/Arab Scot/Arab British- Scotland 2011	9t2H	9t2H.00	978381000000105	Ethnicity
1968591000006116	Other ethnic grp: any other ethnic grp- Scotland 2011 census	9t2J	9t2J.00	978401000000105	Ethnicity
1564151000006117	Afghan	EMISNQAF1		1564151000006101	Ethnicity
1564161000006115	Albanian	EMISNQAL2		1564161000006104	Ethnicity
1564171000006110	Algerian	EMISNQAL3		1564171000006106	Ethnicity
1564181000006113	American	EMISNQAM3		1564181000006109	Ethnicity
1564191000006111	Andorran	EMISNQAN5		1564191000006107	Ethnicity
1564201000006114	Angolan	EMISNQAN6		1564201000006105	Ethnicity
1564211000006112	Antiguans	EMISNQAN7		1564211000006108	Ethnicity
1564221000006116	Argentine	EMISNQAR4		1564221000006100	Ethnicity
1564231000006118	Armenian	EMISNQAR5		1564231000006102	Ethnicity
1564241000006111	Australian	EMISNQAU2		1564241000006107	Ethnicity
1564251000006113	Austrian	EMISNQAU3		1564251000006109	Ethnicity
1564261000006110	Azerbaijani	EMISNQAZ1		1564261000006106	Ethnicity
1564271000006115	Bahamian	EMISNQBA3		1564271000006104	Ethnicity
1564281000006117	Bahraini	EMISNQBA4		1564281000006101	Ethnicity
1564291000006119	Bangladeshi	EMISNQBA5		1564291000006103	Ethnicity
1564301000006118	Barbadian	EMISNQBA6		1564301000006102	Ethnicity
1564311000006115	Batswana	EMISNQBA7		1564311000006104	Ethnicity
1564321000006111	Belarusian	EMISNQBE3		1564321000006107	Ethnicity
1564331000006114	Belgian	EMISNQBE4		1564331000006105	Ethnicity
1564341000006116	Belizean	EMISNQBE5		1564341000006100	Ethnicity
1564351000006119	Beninese	EMISNQBE6		1564351000006103	Ethnicity
1564361000006117	Bhutanese	EMISNQBH1		1564361000006101	Ethnicity
1564371000006112	Bolivian	EMISNQBO8		1564371000006108	Ethnicity
1564381000006110	Brazilian	EMISNQBR11		1564381000006106	Ethnicity
1564391000006113	British	EMISNQBR12		1564391000006109	Ethnicity
1564401000006110	Bruneian	EMISNQBR13		1564401000006106	Ethnicity
1564411000006113	Bulgarian	EMISNQBU2		1564411000006109	Ethnicity
1564421000006117	Burkinabe	EMISNQBU3		1564421000006101	Ethnicity
1564431000006119	Burmese	EMISNQBU4		1564431000006103	Ethnicity
1564441000006112	Burundian	EMISNQBU5		1564441000006108	Ethnicity
1564451000006114	Cambodian	EMISNQCA61		1564451000006105	Ethnicity
1564461000006111	Cameroonian	EMISNQCA62		1564461000006107	Ethnicity
1564471000006116	Canadian	EMISNQCA63		1564471000006100	Ethnicity
1564481000006118	Cape Verdian	EMISNQCA64		1564481000006102	Ethnicity
1564491000006115	Central African	EMISNQCE3		1564491000006104	Ethnicity
1564501000006111	Chadian	EMISNQCH28		1564501000006107	Ethnicity
1564511000006114	Chilean	EMISNQCH29		1564511000006105	Ethnicity
1564521000006118	Chinese	EMISNQCH30		1564521000006102	Ethnicity
1564531000006115	Colombian	EMISNQCO28		1564531000006104	Ethnicity
1564541000006113	Comoran	EMISNQCO29		1564541000006109	Ethnicity
1564551000006110	Congolese	EMISNQCO30		1564551000006106	Ethnicity
1564561000006112	Costa Rican	EMISNQCO31		1564561000006108	Ethnicity
1564571000006117	Croat	EMISNQCR4		1564571000006101	Ethnicity
1564581000006119	Cuban	EMISNQCU2		1564581000006103	Ethnicity
1564591000006116	Cypriot	EMISNQCY6		1564591000006100	Ethnicity
1564601000006112	Czech	EMISNQCZ2		1564601000006108	Ethnicity
1564611000006110	Danish	EMISNQDA2		1564611000006106	Ethnicity
1564621000006119	Djibouti	EMISNQDJ1		1564621000006103	Ethnicity
1564631000006116	Dominican	EMISNQDO5		1564631000006100	Ethnicity
1564641000006114	Dutch	EMISNQDU2		1564641000006105	Ethnicity
1564651000006111	East Timorese	EMISNQEA1		1564651000006107	Ethnicity
1564661000006113	Ecuadorean	EMISNQEC3		1564661000006109	Ethnicity
1564671000006118	Egyptian	EMISNQEG1		1564671000006102	Ethnicity
1564681000006115	Equatorial Guinean	EMISNQEQ1		1564681000006104	Ethnicity
1564691000006117	Eritrean	EMISNQER1		1564691000006101	Ethnicity
1564701000006117	Estonian	EMISNQES2		1564701000006101	Ethnicity
1564711000006119	Ethiopian	EMISNQET2		1564711000006103	Ethnicity
1564721000006110	Fijian	EMISNQFI9		1564721000006106	Ethnicity
1564731000006113	Filipino	EMISNQFI10		1564731000006109	Ethnicity
1564741000006115	Finn	EMISNQFI11		1564741000006104	Ethnicity
1564751000006118	French	EMISNQFR7		1564751000006102	Ethnicity
1564761000006116	Gabonese	EMISNQGA2		1564761000006100	Ethnicity
1564771000006111	Gambian	EMISNQGA3		1564771000006107	Ethnicity
1564781000006114	Georgian	EMISNQGE21		1564781000006105	Ethnicity
1564791000006112	German	EMISNQGE22		1564791000006108	Ethnicity
1564801000006113	Ghanaian	EMISNQGH1		1564801000006109	Ethnicity
1564811000006111	Greek	EMISNQGR4		1564811000006107	Ethnicity
1564821000006115	Grenadian	EMISNQGR5		1564821000006104	Ethnicity
1564831000006117	Guatemalan	EMISNQGU2		1564831000006101	Ethnicity
1564841000006110	Guinea-Bissauan	EMISNQGU3		1564841000006106	Ethnicity
1564851000006112	Guinean	EMISNQGU4		1564851000006108	Ethnicity
1564861000006114	Guyanese	EMISNQGU5		1564861000006105	Ethnicity
1564871000006119	Haitian	EMISNQHA22		1564871000006103	Ethnicity
1564881000006116	Herzegovinian	EMISNQHE27		1564881000006100	Ethnicity
1564891000006118	Honduran	EMISNQHO11		1564891000006102	Ethnicity
1564901000006119	Hungarian	EMISNQHU1		1564901000006103	Ethnicity
1564911000006116	Icelander	EMISNQIC1		1564911000006100	Ethnicity
1564921000006112	Indian	EMISNQIN16		1564921000006108	Ethnicity
1564931000006110	Indonesian	EMISNQIN17		1564931000006106	Ethnicity
1564941000006117	Iranian	EMISNQIR1		1564941000006101	Ethnicity
1564951000006115	Iraqi	EMISNQIR2		1564951000006104	Ethnicity
1564961000006118	Irish	EMISNQIR3		1564961000006102	Ethnicity
1564971000006113	Israeli	EMISNQIS2		1564971000006109	Ethnicity
1564981000006111	Italian	EMISNQIT2		1564981000006107	Ethnicity
1564991000006114	Ivorian	EMISNQIV1		1564991000006105	Ethnicity
1565001000006119	Jamaican	EMISNQJA4		1565001000006103	Ethnicity
1565011000006116	Japanese	EMISNQJA5		1565011000006100	Ethnicity
1565021000006112	Jordanian	EMISNQJO3		1565021000006108	Ethnicity
1565031000006110	Kazakhstani	EMISNQKA1		1565031000006106	Ethnicity
1565041000006117	Kenyan	EMISNQKE1		1565041000006101	Ethnicity
1565051000006115	Kiribati	EMISNQKI1		1565051000006104	Ethnicity
1565061000006118	Kittian	EMISNQKI2		1565061000006102	Ethnicity
1565071000006113	Korean (North)	EMISNQKO2		1565071000006109	Ethnicity
1565081000006111	Korean (South)	EMISNQKO3		1565081000006107	Ethnicity
1565091000006114	Kuwaiti	EMISNQKU3		1565091000006105	Ethnicity
1565101000006115	Kyrgyz	EMISNQKY1		1565101000006104	Ethnicity
1565111000006117	Lao	EMISNQLA67		1565111000006101	Ethnicity
1565121000006113	Latvian	EMISNQLA68		1565121000006109	Ethnicity
1565131000006111	Lebanese	EMISNQLE4		1565131000006107	Ethnicity
1565141000006118	Liberian	EMISNQLI15		1565141000006102	Ethnicity
1565151000006116	Libyan	EMISNQLI16		1565151000006100	Ethnicity
1565161000006119	Liechtensteiner	EMISNQLI17		1565161000006103	Ethnicity
1565171000006114	Lithuanian	EMISNQLI18		1565171000006105	Ethnicity
1565181000006112	Macedonian	EMISNQMA6		1565181000006108	Ethnicity
1565191000006110	Malagasy	EMISNQMA7		1565191000006106	Ethnicity
1565201000006113	Malawian	EMISNQMA8		1565201000006109	Ethnicity
1565211000006111	Malaysian	EMISNQMA9		1565211000006107	Ethnicity
1565221000006115	Maldivan	EMISNQMA10		1565221000006104	Ethnicity
1565231000006117	Malian	EMISNQMA11		1565231000006101	Ethnicity
1565241000006110	Maltese	EMISNQMA12		1565241000006106	Ethnicity
1565251000006112	Marshallese	EMISNQMA13		1565251000006108	Ethnicity
1565261000006114	Mauritanian	EMISNQMA14		1565261000006105	Ethnicity
1565271000006119	Mauritian	EMISNQMA15		1565271000006103	Ethnicity
1565281000006116	Mexican	EMISNQME10		1565281000006100	Ethnicity
1565291000006118	Micronesian	EMISNQMI191		1565291000006102	Ethnicity
1565301000006117	Moldovan	EMISNQMO14		1565301000006101	Ethnicity
1565311000006119	Mongolian	EMISNQMO15		1565311000006103	Ethnicity
1565321000006110	Moroccan	EMISNQMO16		1565321000006106	Ethnicity
1565331000006113	Mozambican	EMISNQMO17		1565331000006109	Ethnicity
1565341000006115	Namibian	EMISNQNA3		1565341000006104	Ethnicity
1565351000006118	Nationality not recorded	EMISNQNA4		1565351000006102	Ethnicity
1565361000006116	Nauruan	EMISNQNA5		1565361000006100	Ethnicity
1565371000006111	Nepalese	EMISNQNE19		1565371000006107	Ethnicity
1565381000006114	Nevisian	EMISNQNE20		1565381000006105	Ethnicity
1565391000006112	New Zealander	EMISNQNE21		1565391000006108	Ethnicity
1565401000006114	Nicaraguan	EMISNQNI1		1565401000006105	Ethnicity
1565411000006112	Nigerien	EMISNQNI2		1565411000006108	Ethnicity
1565421000006116	Norwegian	EMISNQNO4		1565421000006100	Ethnicity
1565431000006118	Omani	EMISNQOM1		1565431000006102	Ethnicity
1565441000006111	Pakistani	EMISNQPA32		1565441000006107	Ethnicity
1565451000006113	Palauan	EMISNQPA33		1565451000006109	Ethnicity
1565461000006110	Panamanian	EMISNQPA34		1565461000006106	Ethnicity
1565471000006115	Papua New Guinean	EMISNQPA35		1565471000006104	Ethnicity
1565481000006117	Paraguayan	EMISNQPA36		1565481000006101	Ethnicity
1565491000006119	Peruvian	EMISNQPE3		1565491000006103	Ethnicity
1565501000006110	Pole	EMISNQPO5		1565501000006106	Ethnicity
1565511000006113	Portuguese	EMISNQPO6		1565511000006109	Ethnicity
1565521000006117	Qatari	EMISNQQA1		1565521000006101	Ethnicity
1565531000006119	Romanian	EMISNQRO4		1565531000006103	Ethnicity
1565541000006112	Russian	EMISNQRU3		1565541000006108	Ethnicity
1565551000006114	Rwandan	EMISNQRW1		1565551000006105	Ethnicity
1565561000006111	Saint Lucian	EMISNQSA6		1565561000006107	Ethnicity
1565571000006116	Salvadoran	EMISNQSA7		1565571000006100	Ethnicity
1565581000006118	Sammarinese	EMISNQSA8		1565581000006102	Ethnicity
1565591000006115	Samoan	EMISNQSA9		1565591000006104	Ethnicity
1565601000006111	Sao Tomean	EMISNQSA10		1565601000006107	Ethnicity
1565611000006114	Saudi Arabian	EMISNQSA11		1565611000006105	Ethnicity
1565621000006118	Senegalese	EMISNQSE18		1565621000006102	Ethnicity
1565631000006115	Serb	EMISNQSE19		1565631000006104	Ethnicity
1565641000006113	Seychellois	EMISNQSE20		1565641000006109	Ethnicity
1565651000006110	Sierra Leonean	EMISNQSI11		1565651000006106	Ethnicity
1565661000006112	Singaporean	EMISNQSI12		1565661000006108	Ethnicity
1565671000006117	Slovak	EMISNQSL1		1565671000006101	Ethnicity
1565681000006119	Slovene	EMISNQSL2		1565681000006103	Ethnicity
1565691000006116	Solomon Islander	EMISNQSO7		1565691000006100	Ethnicity
1565701000006116	Somali	EMISNQSO8		1565701000006100	Ethnicity
1565711000006118	South African	EMISNQSO9		1565711000006102	Ethnicity
1565721000006114	Spanish	EMISNQSP8		1565721000006105	Ethnicity
1565731000006112	Sri Lankan	EMISNQSR1		1565731000006108	Ethnicity
1565741000006119	Sudanese	EMISNQSU5		1565741000006103	Ethnicity
1565751000006117	Swazi	EMISNQSW3		1565751000006101	Ethnicity
1565761000006115	Swede	EMISNQSW4		1565761000006104	Ethnicity
1565771000006110	Swiss	EMISNQSW5		1565771000006106	Ethnicity
1565781000006113	Syrian	EMISNQSY3		1565781000006109	Ethnicity
1565791000006111	Taiwanese	EMISNQTA3		1565791000006107	Ethnicity
1565801000006112	Tajik	EMISNQTA4		1565801000006108	Ethnicity
1565811000006110	Tanzanian	EMISNQTA5		1565811000006106	Ethnicity
1565821000006119	Thai	EMISNQTH13		1565821000006103	Ethnicity
1565831000006116	Togolese	EMISNQTO1		1565831000006100	Ethnicity
1565841000006114	Tongan	EMISNQTO2		1565841000006105	Ethnicity
1565851000006111	Trinidadian/Tobagonian	EMISNQTR7		1565851000006107	Ethnicity
1565861000006113	Tunisian	EMISNQTU3		1565861000006109	Ethnicity
1565871000006118	Turk	EMISNQTU4		1565871000006102	Ethnicity
1565881000006115	Tuvaluan	EMISNQTU5		1565881000006104	Ethnicity
1565891000006117	Ugandan	EMISNQUG1		1565891000006101	Ethnicity
1565901000006118	Ukrainian	EMISNQUK4		1565901000006102	Ethnicity
1565911000006115	United Arab Emirates	EMISNQUN6		1565911000006104	Ethnicity
1565921000006111	Uruguayan	EMISNQUR2		1565921000006107	Ethnicity
1565931000006114	Uzbekistani	EMISNQUZ1		1565931000006105	Ethnicity
1565941000006116	Venezuelan	EMISNQVE2		1565941000006100	Ethnicity
1565951000006119	Vietnamese	EMISNQVI7		1565951000006103	Ethnicity
1565961000006117	Yemeni	EMISNQYE1		1565961000006101	Ethnicity
1565971000006112	Yugoslavian	EMISNQYU1		1565971000006108	Ethnicity
1565981000006110	Zambian	EMISNQZA1		1565981000006106	Ethnicity
1565991000006113	Zimbabwean	EMISNQZI1		1565991000006109	Ethnicity
1951121000006112	British Citizen	EMISNQBR55		1951121000006108	Ethnicity
